isbn,title,author,publisher,price,wholesaler_name,purchase_type,quantity,unit_cost,received_date,consignment_deadline
'9788579950247,銀色のカルテ 第18巻,長谷川詩織,蒼穹書房,680,地方・小出版流通センター,委託,4,434,2026-05-26,2026-08-05
'9783637702455,くまと虹色の傘の冒険,松本一郎,翠嵐舎,1290,日販,買切,5,933,2026-05-04,
'9780020043263,もぐらと不思議な森のひみつ,橋本蒼太,若草出版社,1330,大阪屋栗田,買切,16,902,2026-06-20,
'9783929929751,銀色のカルテ 第9巻,堀内悠真,青葉出版社,540,大阪屋栗田,買切,9,400,2026-07-08,
'9788868456924,はじめての家計管理,坂本栞,青葉館,1520,トーハン,委託,12,1039,2026-04-25,2026-06-22
'9789249891266,統計学の教科書,石川太郎,緑陰出版,1590,トーハン,買切,17,997,2026-05-22,
'9786098711547,名もなき庭の迷宮,石川隆,蒼穹堂,670,地方・小出版流通センター,委託,9,440,2026-05-16,2026-07-05
'9787244529603,遠い町の迷宮,佐藤茜,清流出版,640,トーハン,委託,1,388,2026-05-24,2026-09-14
'9787468308343,2025年度版 登録販売者試験 完全対策,吉田杏,翠嵐出版社,2590,トーハン,買切,19,1594,2026-04-23,
'9780611721136,静かな港の結末,太田真央,朝霧出版,820,日販,買切,18,503,2026-05-13,
'9783699752146,眩しい駅の記録,夜守 帳,朝霧出版社,860,地方・小出版流通センター,委託,13,559,2026-07-02,2026-11-29
'9787257299456,青の音符 第12巻,佐藤茜,蒼穹書房,610,トーハン,買切,6,373,2026-07-03,
'9785460830480,軽井沢、季節の情景,柴田陸,翠嵐館,4190,日販,買切,17,3034,2026-05-15,
'9783013112762,雨音レコード 第14巻,遠藤太郎,翠嵐出版社,650,大阪屋栗田,買切,8,410,2026-05-20,
'9783073740080,資産形成の教科書,鈴木真央,丘上館,1710,地方・小出版流通センター,買切,7,1030,2026-06-20,
'9783647997056,五島列島紀行 写真集,橋本結衣,清流出版社,4240,日販,委託,18,2852,2026-05-17,2026-09-08
'9781579840884,砂上のグランドライン 第12巻,前田悠真,銀河出版社,450,日販,買切,1,330,2026-06-07,
'9782699148751,静かな図書館の贈り物,福田詩織,清流出版,780,日販,委託,13,473,2026-06-28,2026-10-13
'9784511392526,青の音符 第12巻,藤井翔太,蒼穹堂,510,地方・小出版流通センター,買切,18,326,2026-05-25,
'9784192748117,天球儀の街 第1巻,三浦葵,銀河出版,480,トーハン,買切,4,307,2026-04-20,
'9788560501724,影絵の国のアリス 第6巻,遠藤隆,陽光舎,680,トーハン,買切,8,453,2026-06-27,
'9782819260226,潮騒ノート 第1巻,星野 朔,若草出版社,620,大阪屋栗田,買切,19,435,2026-07-04,
'9780690367348,2026年度版 簿記2級 完全対策,三浦翔太,銀河出版,2020,日販,買切,9,1384,2026-05-12,
'9781827457673,砂上のグランドライン 第14巻,霧島 湊,銀河出版,440,地方・小出版流通センター,買切,5,298,2026-06-13,
'9784971822618,はじめてのおつまみ,渡辺太郎,丘上館,1270,日販,買切,18,828,2026-05-01,
'9780078106002,きつねと虹色の傘のプレゼント,山本大輔,翠嵐堂,1390,大阪屋栗田,買切,19,847,2026-05-01,
'9781302033095,はじめての収納術,長谷川一郎,若草出版社,1480,地方・小出版流通センター,買切,18,1093,2026-05-07,
'9786558505495,深夜の窓辺の続き,鈴木葵,翠嵐堂,600,日販,買切,14,396,2026-07-03,
'9783008582105,終電サーカス 第13巻,柴田杏,緑陰出版,610,トーハン,委託,10,425,2026-06-28,2026-09-26
'9785324363338,チーム運営の教科書,林陸,茜色出版社,1890,大阪屋栗田,買切,8,1209,2026-04-27,
'9780821334775,きつねと不思議な森のプレゼント,前田由美,朝霧出版社,1160,日販,委託,1,845,2026-04-17,2026-07-29
'9787283022271,図解でわかる戦国時代,堀内さくら,翠嵐出版社,990,地方・小出版流通センター,買切,14,664,2026-04-30,
'9784597418042,人的資本経営の教科書,中村花子,丘上出版社,1550,トーハン,買切,1,1004,2026-06-21,
'9787490359320,深夜の花束の贈り物,林隆,翠嵐舎,900,地方・小出版流通センター,買切,9,634,2026-06-14,
'9787690230276,うさぎと小さな灯りのたび,斎藤浩二,丘上館,1040,トーハン,買切,17,691,2026-06-27,
'9786420763329,令和幽霊譚 第6巻,日向 帳,翠嵐館,580,地方・小出版流通センター,買切,14,403,2026-04-29,
'9780647187500,今日からできるキャンプ料理,松本陽子,丘上館,1230,地方・小出版流通センター,買切,8,898,2026-06-13,
'9781060094390,遠い電話の始まり,木村さくら,朝霧出版社,780,大阪屋栗田,委託,4,561,2026-05-16,2026-07-25
'9789092275602,2026年度版 簿記1級 完全対策,藤田杏,清流出版社,1860,大阪屋栗田,委託,15,1166,2026-05-28,2026-07-27
'9788870553543,はじめての筋トレ,清水真央,蒼穹堂,1280,大阪屋栗田,買切,8,912,2026-05-05,
'9788669491339,静かな傘のうた,森大輔,翠嵐出版社,640,地方・小出版流通センター,買切,10,389,2026-05-19,
'9785014713887,深夜の鍵の使者,青木太郎,清流出版,880,トーハン,委託,5,644,2026-04-28,2026-08-24
'9786755599426,リーダーシップ思考,坂本蒼太,清流出版社,1650,地方・小出版流通センター,買切,4,1016,2026-05-17,
'9784463348190,瀬戸内、季節の情景,堀内凛,翠嵐舎,3710,トーハン,買切,12,2461,2026-06-14,
'9787925741508,最後の約束の始まり,松本陸,青葉館,840,日販,買切,3,517,2026-05-23,
'9780297052487,飛騨高山、季節の情景,高橋陽子,丘上館,3050,日販,買切,3,2122,2026-07-11,
'9789171408945,見えない坂道の肖像,斎藤誠,翠嵐出版社,810,トーハン,委託,14,533,2026-04-28,2026-06-29
'9785276242026,ねこと虹色の傘のたび,前田葵,銀河出版社,1150,地方・小出版流通センター,買切,16,827,2026-05-31,
'9785053723458,おつまみのコツ,鈴木涼,清流出版,1420,トーハン,買切,18,1054,2026-07-01,
'9780277815057,刀と花 第13巻,藤田真央,銀河出版,630,地方・小出版流通センター,買切,17,394,2026-04-30,
'9782287743498,小笠原諸島を歩く,加藤蒼太,白鷺文庫,4420,日販,買切,17,2807,2026-04-21,
'9782485513626,パン作りのコツ,藤田健,翠嵐堂,1200,大阪屋栗田,委託,19,751,2026-05-25,2026-08-07
'9789900297840,スパイスカレーの基本,佐藤誠,朝霧出版社,1370,日販,買切,2,831,2026-05-04,
'9783862217564,くまと願いの種のプレゼント,雨宮 燈,翠嵐出版社,1090,トーハン,買切,11,749,2026-06-10,
'9785777704559,毎日の家計管理レシピ,月城 湊,銀河舎,1650,トーハン,買切,15,1114,2026-04-17,
'9784110113713,小さな写真のノート,清水花子,朝霧出版社,620,大阪屋栗田,買切,1,425,2026-06-19,
'9782416541421,深海探偵局 第18巻,山田浩二,陽光舎,550,日販,買切,10,410,2026-06-20,
'9787010996165,見えない手紙の迷宮,前田大輔,白鷺文庫,600,大阪屋栗田,買切,15,415,2026-05-15,
'9782923678030,2027年度版 統計検定2級 完全対策,伊藤楓,清流出版社,1920,大阪屋栗田,買切,13,1324,2026-06-02,
'9787798628418,2025年度版 英検準2級 完全対策,村上浩二,翠嵐堂,1620,大阪屋栗田,委託,1,1100,2026-05-29,2026-10-15
'9787701978968,礼文島紀行 写真集,佐藤美咲,翠嵐堂,4030,大阪屋栗田,委託,10,2687,2026-06-20,2026-10-23
'9785744636395,資産形成の教科書,山本悠真,丘上出版社,1450,大阪屋栗田,買切,20,1038,2026-05-04,
'9787543093799,宇宙の謎,鈴木一郎,蒼穹堂,990,大阪屋栗田,買切,19,650,2026-04-22,
'9780808564881,宅建士試験 完全対策,山田美咲,蒼穹書房,2300,大阪屋栗田,買切,14,1579,2026-06-12,
'9784341447090,統計学大全,清水悠真,清流出版,1870,トーハン,買切,3,1372,2026-05-17,
'9780565724900,灰色ドミノ 第7巻,清水翔太,銀河舎,550,大阪屋栗田,買切,11,354,2026-04-15,
'9786309060860,影絵の国のアリス 第16巻,前田栞,翠嵐舎,610,大阪屋栗田,買切,2,449,2026-05-22,
'9787377682329,遠い喫茶店のノート,藤田浩二,蒼穹書房,650,トーハン,委託,13,415,2026-05-21,2026-09-17
'9788684438319,一気にわかる進化論,渡辺栞,銀河出版,1030,地方・小出版流通センター,買切,13,740,2026-07-13,
'9780287320770,DX戦略の教科書,中村浩二,朝霧出版社,1560,日販,買切,11,1153,2026-06-25,
'9782816266481,銀色のカルテ 第1巻,月城 朔,丘上館,630,地方・小出版流通センター,買切,2,448,2026-05-08,
'9789421050443,2027年度版 英検準2級 完全対策,柴田蒼,陽光舎,1610,大阪屋栗田,買切,4,1036,2026-04-20,
'9784272636389,遠い図書館のうた,藤田湊,緑陰出版,670,トーハン,委託,18,484,2026-04-23,2026-10-05
'9780663067138,終電サーカス 第13巻,堀内陸,若草出版社,650,大阪屋栗田,買切,12,456,2026-07-14,
'9785311021937,図解 チーム運営入門,堀内浩二,茜色出版社,1750,トーハン,買切,11,1063,2026-05-11,
'9782520471720,銀色のカルテ 第13巻,中村美咲,陽光舎,540,大阪屋栗田,買切,3,331,2026-07-14,
'9787983915569,忘れられた駅の記録,霧島 楓,銀河出版社,650,トーハン,買切,15,420,2026-05-20,
'9780433657064,ロジカルシンキング思考,山本花子,銀河出版,1400,日販,買切,5,947,2026-06-10,
'9787409916460,一気にわかる進化論,前田健,茜色出版社,870,大阪屋栗田,委託,9,631,2026-06-22,2026-11-14
'9783752573169,忘れられた写真の結末,前田誠,蒼穹堂,630,トーハン,委託,13,451,2026-05-21,2026-09-20
'9783348032797,記憶の中の喫茶店の贈り物,中村花子,若草出版社,930,日販,買切,17,681,2026-07-01,
'9788334865243,儚い旅の記録,山口栞,清流出版,920,日販,買切,15,614,2026-05-19,
'9785662604636,刀と花 第11巻,三浦真央,清流出版,540,日販,買切,12,389,2026-05-26,
'9783372047989,たぬきと虹色の傘のひみつ,柴田さくら,丘上出版社,1240,日販,買切,2,860,2026-07-03,
'9783371753218,図解でわかる天文学,山田隆,清流出版社,920,大阪屋栗田,委託,11,553,2026-05-07,2026-08-08
'9787371136446,星屑ダイナー 第7巻,水無月 楓,陽光舎,650,大阪屋栗田,買切,8,456,2026-05-27,
'9788834509890,AIの未来の謎,山口健,翠嵐堂,1060,日販,買切,9,711,2026-05-13,
'9788715297199,2027年度版 FP技能検定3級 完全対策,柴田楓,白鷺出版,2170,地方・小出版流通センター,買切,13,1316,2026-06-15,
'9781338079456,うさぎと雲のパン屋のプレゼント,木村陽子,翠嵐出版社,1400,地方・小出版流通センター,委託,18,911,2026-04-30,2026-10-02
'9786378686503,おつまみのコツ,遠藤花子,陽光舎,1350,日販,委託,1,881,2026-05-09,2026-07-01
'9782277538721,ねこと願いの種のプレゼント,水無月 紬,緑陰出版,1000,トーハン,買切,18,749,2026-05-08,
'9789807253987,哲学の謎,三浦さくら,清流出版,880,トーハン,買切,19,590,2026-05-29,
'9782016509128,静かな駅の続き,三浦由美,青葉出版社,900,地方・小出版流通センター,買切,13,663,2026-07-11,
'9786872849879,針と糸の魔女 第15巻,長谷川真央,翠嵐出版社,490,トーハン,買切,9,349,2026-06-11,
'9782803499328,はじめてのガーデニング,三浦楓,翠嵐館,1430,大阪屋栗田,買切,12,861,2026-04-18,
'9785357367938,最後の町の約束事,木村蒼,青葉館,910,地方・小出版流通センター,買切,18,581,2026-07-01,
'9789435234952,2025年度版 漢字検定準1級 完全対策,菅原凛,白鷺文庫,2620,日販,買切,10,1713,2026-07-04,
'9781635284782,放課後のミステリー 第4巻,日向 律,青葉館,530,日販,買切,13,327,2026-06-17,
'9781825990899,はじめてのカメラ,菅原誠,清流出版,1540,大阪屋栗田,買切,15,1011,2026-06-21,
'9783190489626,脳科学全史,村上真央,翠嵐出版社,1080,日販,買切,17,774,2026-06-12,
'9786385160577,放課後のミステリー 第9巻,田中悠真,青葉館,560,大阪屋栗田,委託,2,399,2026-05-12,2026-07-15
'9780849754838,冬の日の町の使者,霧島 燈,若草出版社,820,地方・小出版流通センター,買切,8,567,2026-07-01,
'9787731744991,儚い花束の記録,風間 蒼,丘上館,880,大阪屋栗田,買切,15,635,2026-06-30,
'9781325385034,図解 時間管理入門,伊藤凛,蒼穹書房,1790,地方・小出版流通センター,買切,3,1300,2026-04-16,
'9786146785414,プレゼン術の教科書,近藤陸,銀河出版社,1900,大阪屋栗田,買切,2,1151,2026-05-01,
'9783414684479,静かな町の始まり,菅原真央,朝霧出版,710,トーハン,買切,20,485,2026-07-13,
'9785904305239,針と糸の魔女 第7巻,井上陽子,丘上館,480,日販,買切,10,293,2026-06-19,
'9785447879044,一気にわかる哲学,清水浩二,茜色出版社,850,日販,買切,16,523,2026-07-12,
'9788040871545,一気にわかる天文学,斎藤大輔,茜色出版社,970,日販,買切,17,608,2026-06-22,
'9786291115814,AIの未来全史,朝比奈 綴,青葉館,1090,地方・小出版流通センター,買切,20,722,2026-05-08,
'9781325782918,図解でわかる宇宙,松本真央,翠嵐出版社,1030,地方・小出版流通センター,買切,14,657,2026-05-05,
'9788969910776,一気にわかる日本史,石川葵,蒼穹堂,1080,大阪屋栗田,買切,16,712,2026-05-02,
'9786974136211,星屑ダイナー 第14巻,林一郎,蒼穹書房,610,地方・小出版流通センター,買切,3,369,2026-05-15,
'9782662468596,はるかな港の迷宮,福田美咲,若草出版社,760,大阪屋栗田,買切,16,468,2026-07-04,
'9786079701468,名もなき駅の物語,山本美咲,銀河出版,940,地方・小出版流通センター,委託,18,672,2026-06-09,2026-10-03
'9788929308698,脳科学の謎,菅原浩二,若草出版社,920,大阪屋栗田,委託,18,606,2026-06-12,2026-11-08
'9787569747034,今日からできるキャンプ料理,岡田花子,丘上館,1200,大阪屋栗田,買切,17,882,2026-04-27,
'9780029828557,観葉植物の基本,太田翔太,緑陰出版,1640,地方・小出版流通センター,買切,10,1042,2026-06-05,
'9787623817857,パン作りのコツ,山本花子,丘上館,1400,トーハン,買切,7,889,2026-07-09,
'9785859522521,1分でわかる組織開発,小林浩二,翠嵐堂,1810,日販,買切,11,1097,2026-05-05,
'9785339247753,水彩画の基本,石川湊,翠嵐出版社,1270,地方・小出版流通センター,委託,20,908,2026-05-14,2026-10-09
'9788099459367,スパイスカレーのコツ,伊藤隆,白鷺文庫,1360,大阪屋栗田,買切,6,959,2026-05-24,
'9782842200374,針と糸の魔女 第6巻,伊藤陸,清流出版社,640,日販,買切,5,427,2026-06-14,
'9784191853850,放課後のミステリー 第6巻,福田陸,白鷺出版,640,日販,委託,16,393,2026-05-14,2026-08-20
'9781205815743,冬の日の鍵の結末,星野 朔,銀河舎,620,トーハン,委託,20,418,2026-07-11,2026-12-24
'9788169519250,宅建士試験 完全対策,三浦さくら,銀河舎,1710,トーハン,買切,15,1218,2026-04-17,
'9788447584390,統計検定2級 完全対策,清水陽子,朝霧出版社,1690,大阪屋栗田,買切,13,1167,2026-05-26,
'9783951175416,時間管理大全,松本太郎,茜色出版社,1580,大阪屋栗田,委託,6,1093,2026-07-02,2026-10-29
'9782001001361,掃除の基本,朝比奈 湊,蒼穹堂,1630,大阪屋栗田,買切,18,1185,2026-04-20,
'9780634289200,一気にわかる戦国時代,遠藤楓,丘上館,890,トーハン,買切,20,558,2026-04-29,
'9780426596912,百鬼夜行堂 第13巻,月城 蒼,緑陰出版,450,大阪屋栗田,買切,5,326,2026-05-05,
'9787224796629,深海探偵局 第18巻,藤井凛,満月舎,600,日販,買切,2,401,2026-05-23,
'9780251535056,深夜の写真の地図,三浦翔太,翠嵐館,710,トーハン,買切,4,527,2026-06-06,
'9780202703787,灰色ドミノ 第8巻,水無月 帳,白鷺出版,650,地方・小出版流通センター,委託,14,475,2026-06-15,2026-11-22
'9781585942756,伊勢志摩紀行 写真集,森陸,銀河出版,4030,トーハン,買切,10,2953,2026-06-24,
'9784665156388,はじめてのガーデニング,木村凛,翠嵐出版社,1230,大阪屋栗田,委託,15,835,2026-06-19,2026-08-19
'9780514605557,冬の日の灯台の地図,村上誠,青葉出版社,870,大阪屋栗田,買切,12,556,2026-05-02,
'9785126975760,静かな約束の結末,鈴木凛,丘上館,930,地方・小出版流通センター,委託,9,690,2026-07-09,2026-11-10
'9789958051791,FP技能検定3級 完全対策,石川花子,翠嵐舎,2140,日販,委託,15,1434,2026-05-04,2026-07-06
'9789445471132,2026年度版 簿記3級 完全対策,藤井結衣,若草出版社,1620,大阪屋栗田,委託,17,1154,2026-06-21,2026-12-10
'9789628514502,今日からできる観葉植物,高橋茜,朝霧出版,1270,地方・小出版流通センター,委託,18,911,2026-04-24,2026-10-11
'9781695268272,はるかな花束の続き,近藤花子,蒼穹堂,810,トーハン,買切,18,497,2026-05-01,
'9780239523624,記憶の中の灯台の秘密,加藤太郎,蒼穹堂,920,地方・小出版流通センター,買切,20,661,2026-07-06,
'9782225650178,深夜の町の始まり,三浦花子,満月舎,650,トーハン,委託,8,405,2026-04-17,2026-05-29
'9789358783704,はじめての水彩画,月城 湊,緑陰出版,1640,地方・小出版流通センター,委託,20,1089,2026-04-30,2026-07-31
'9783506178275,天球儀の街 第17巻,岡田翔太,満月舎,620,大阪屋栗田,買切,9,426,2026-06-06,
'9783644789814,資本主義大全,月城 帳,丘上出版社,1900,日販,買切,18,1263,2026-04-23,
'9789270489463,終電サーカス 第3巻,中村蒼太,銀河出版社,600,地方・小出版流通センター,買切,9,392,2026-07-02,
'9783147928093,深夜の町のノート,山田浩二,満月舎,720,地方・小出版流通センター,買切,6,517,2026-05-05,
'9784090200250,百鬼夜行堂 第10巻,森栞,青葉出版社,550,地方・小出版流通センター,委託,14,393,2026-05-20,2026-07-01
'9784148515305,資本主義思考,林栞,翠嵐館,1540,大阪屋栗田,買切,11,1010,2026-04-15,
'9787403508173,うさぎとふしぎな時計のひみつ,加藤悠真,若草出版社,1290,大阪屋栗田,買切,2,951,2026-05-21,
'9781406343243,人的資本経営思考,太田詩織,青葉出版社,1700,大阪屋栗田,委託,3,1215,2026-05-14,2026-06-19
'9783185706714,忘れられた駅の地図,藤田栞,翠嵐出版社,700,地方・小出版流通センター,買切,11,514,2026-06-14,
'9787156247282,今日からできる掃除,佐藤凛,若草出版社,1230,日販,買切,13,879,2026-04-29,
'9783594611524,収納術のコツ,青木杏,翠嵐出版社,1260,地方・小出版流通センター,買切,8,844,2026-06-07,
'9780327593690,星屑ダイナー 第2巻,青木真央,朝霧出版,640,日販,委託,3,407,2026-06-25,2026-11-27
'9780320977046,もぐらと願いの種のひみつ,田中美咲,蒼穹書房,1170,大阪屋栗田,委託,2,786,2026-05-30,2026-07-06
'9789826897353,ぞうと星空のものがたり,木村陽子,翠嵐舎,1380,日販,買切,7,1026,2026-06-04,
'9784953847035,スパイスカレーのコツ,渡辺由美,若草出版社,1230,大阪屋栗田,買切,18,878,2026-07-02,
'9785775176242,誰も知らない旅のノート,近藤楓,丘上出版社,950,日販,委託,18,689,2026-06-07,2026-08-18
'9782976597982,営業力の教科書,石川健,蒼穹書房,1490,地方・小出版流通センター,委託,18,966,2026-04-27,2026-10-09
'9787128614210,見えない図書館のノート,高橋湊,翠嵐出版社,910,地方・小出版流通センター,委託,13,546,2026-04-23,2026-06-14
'9788993320534,放課後のミステリー 第7巻,吉田隆,白鷺出版,650,日販,買切,10,441,2026-05-07,
'9789038749860,ヨガのコツ,吉田美咲,清流出版,1680,トーハン,買切,17,1143,2026-06-21,
'9785222489543,小さな橋の物語,岡田由美,清流出版,820,トーハン,委託,20,528,2026-05-18,2026-07-17
'9789896855215,たぬきと星空の冒険,日向 帳,翠嵐堂,1280,日販,買切,11,903,2026-06-15,
'9787045560300,ひつじと魔法のスープのひみつ,堀内茜,丘上館,1300,地方・小出版流通センター,買切,16,806,2026-05-12,
'9785356928208,潮騒ノート 第6巻,村上陸,青葉出版社,680,トーハン,買切,19,412,2026-06-27,
'9780609288276,たぬきと秘密の地図のひみつ,青木涼,丘上館,1390,大阪屋栗田,買切,20,906,2026-05-07,
'9783376110146,図解でわかる進化論,岩崎翔太,翠嵐堂,1170,日販,委託,5,743,2026-06-21,2026-09-26
'9784188457818,リーダーシップの教科書,太田陸,朝霧出版社,1610,日販,買切,3,985,2026-06-16,
'9780790413259,静かな橋の物語,高橋結衣,銀河舎,790,日販,委託,12,501,2026-05-03,2026-07-07
'9786989676313,潮騒ノート 第7巻,長谷川栞,朝霧出版社,480,地方・小出版流通センター,委託,4,355,2026-04-19,2026-09-25
'9789521870187,毎日のヨガレシピ,藤井花子,丘上館,1660,大阪屋栗田,買切,16,1197,2026-05-21,
'9785291302361,図解 人的資本経営入門,岩崎美咲,丘上出版社,1550,地方・小出版流通センター,買切,9,1009,2026-04-24,
'9786190262664,砂上のグランドライン 第13巻,岩崎一郎,茜色出版社,570,トーハン,委託,14,367,2026-05-12,2026-06-12
'9784271245766,ペンギンとふしぎな時計のたび,岩崎蒼,丘上館,1390,大阪屋栗田,買切,4,930,2026-07-05,
'9789979683803,終電サーカス 第2巻,山本涼,翠嵐館,620,トーハン,買切,7,427,2026-07-06,
'9783528682132,15分でわかるブランディング,堀内健,若草出版社,1510,日販,買切,8,923,2026-06-09,
'9786789949327,うさぎと小さな灯りのたび,森翔太,翠嵐舎,1240,大阪屋栗田,買切,10,832,2026-04-24,
'9784104485567,行動心理学大全,夜守 紬,翠嵐出版社,1400,トーハン,委託,11,1022,2026-05-14,2026-07-02
'9782309395964,飛騨高山紀行 写真集,林誠,翠嵐館,2890,地方・小出版流通センター,委託,14,1904,2026-05-16,2026-09-27
'9785234521958,もぐらと願いの種の冒険,前田一郎,清流出版,1490,トーハン,委託,11,912,2026-05-11,2026-07-21
'9785980702199,最後の写真の秘密,小林太郎,丘上出版社,730,大阪屋栗田,買切,2,473,2026-06-08,
'9786634979882,民俗学の謎,清水涼,銀河出版社,990,地方・小出版流通センター,買切,14,736,2026-05-10,
'9780383426642,お弁当の基本,夜守 碧,茜色出版社,1270,大阪屋栗田,買切,15,940,2026-04-28,
'9788513858240,10分でわかる資本主義,西村陸,清流出版社,1900,日販,買切,4,1331,2026-06-21,
'9789889171285,毎日のお弁当レシピ,近藤美咲,蒼穹堂,1320,大阪屋栗田,買切,13,918,2026-06-11,
'9785566835181,瀬戸内を歩く,清水葵,満月舎,2780,大阪屋栗田,買切,8,1829,2026-07-07,
'9787474491985,2026年度版 ITパスポート試験 完全対策,福田葵,翠嵐舎,2350,大阪屋栗田,買切,13,1724,2026-05-03,
'9786144712672,一気にわかる世界経済,斎藤詩織,翠嵐堂,1130,日販,買切,1,722,2026-05-23,
'9788127654474,はじめてのスパイスカレー,山口隆,満月舎,1270,トーハン,買切,12,813,2026-06-13,
'9787087448369,灰色ドミノ 第18巻,三浦由美,丘上出版社,530,大阪屋栗田,委託,9,342,2026-05-18,2026-10-09
'9789174491043,英検準2級 完全対策,鈴木栞,陽光舎,2630,トーハン,買切,16,1778,2026-05-07,
'9784178134538,遠い喫茶店のノート,福田悠真,青葉館,750,トーハン,買切,5,559,2026-04-29,
'9781646158454,一気にわかる日本の祭り,斎藤陸,翠嵐舎,1150,日販,買切,16,769,2026-04-25,
'9786824199663,はじめての時短家事,高橋陽子,青葉出版社,1650,日販,買切,2,1166,2026-05-29,
'9781925569452,たぬきと不思議な森のプレゼント,村上隆,銀河出版,1190,日販,買切,11,793,2026-06-10,
'9782443482919,2027年度版 ITパスポート試験 完全対策,渡辺陸,丘上館,1670,地方・小出版流通センター,買切,16,1205,2026-06-29,
'9786359974445,くまとふしぎな時計のものがたり,石川蒼,青葉館,1100,日販,買切,18,797,2026-06-12,
'9787619526060,ペンギンと願いの種の冒険,小林葵,翠嵐堂,1140,大阪屋栗田,買切,10,844,2026-06-28,
'9787701276675,2025年度版 登録販売者試験 完全対策,藤井湊,銀河出版,1900,日販,買切,19,1168,2026-07-11,
'9786816694640,はじめてのガーデニング,山口湊,翠嵐舎,1210,地方・小出版流通センター,買切,8,745,2026-07-08,
'9785395009371,TOEIC 950点突破 完全対策,岩崎翔太,緑陰出版,1750,日販,買切,19,1109,2026-06-17,
'9787971150132,ねこと小さな灯りのプレゼント,雨宮 朔,朝霧出版,1380,トーハン,買切,11,828,2026-05-18,
'9788533790032,漢字検定3級 完全対策,福田詩織,翠嵐堂,1860,大阪屋栗田,委託,11,1364,2026-06-30,2026-10-03
'9784290056695,令和幽霊譚 第11巻,中村由美,丘上館,560,大阪屋栗田,買切,10,361,2026-05-29,
'9788012269912,眩しい庭の続き,菅原杏,茜色出版社,620,大阪屋栗田,委託,12,448,2026-05-31,2026-09-15
'9783129913932,刀と花 第4巻,堀内由美,陽光舎,550,大阪屋栗田,委託,7,380,2026-04-19,2026-08-27
'9788291984551,一気にわかる気候変動,山口葵,翠嵐舎,1000,日販,買切,20,701,2026-06-01,
'9788090127807,2026年度版 宅建士試験 完全対策,清水美咲,翠嵐堂,2720,大阪屋栗田,買切,11,1764,2026-04-18,
'9781810639345,2025年度版 FP技能検定2級 完全対策,太田陽子,青葉出版社,2650,大阪屋栗田,委託,15,1672,2026-07-01,2026-11-25
'9782174419093,ひつじと小さな灯りのものがたり,山田大輔,銀河出版,1020,大阪屋栗田,委託,3,676,2026-04-21,2026-10-13
'9786705813398,1分でわかるプレゼン術,伊藤由美,朝霧出版社,1620,大阪屋栗田,買切,3,1080,2026-06-30,
'9781401010683,交渉術の教科書,渡辺真央,緑陰出版,1750,トーハン,買切,1,1130,2026-05-23,
'9780943905921,たぬきと雲のパン屋のたび,橋本蒼,白鷺文庫,1000,大阪屋栗田,委託,7,746,2026-05-05,2026-05-18
'9782800713847,スパイスカレーのコツ,福田蒼,蒼穹書房,1460,大阪屋栗田,委託,20,1071,2026-06-13,2026-11-04
'9781389391118,遠い駅の秘密,村上翔太,白鷺出版,760,大阪屋栗田,買切,17,529,2026-06-22,
'9783917020361,眩しい記憶の地図,近藤一郎,丘上館,920,大阪屋栗田,委託,4,613,2026-04-25,2026-08-30
'9789313528401,会計の教科書,山口一郎,丘上館,1440,日販,委託,18,894,2026-06-15,2026-08-08
'9780787090159,灰色ドミノ 第18巻,太田蒼,翠嵐堂,640,日販,買切,19,390,2026-07-13,
'9789142685320,図解 マーケティング入門,遠藤誠,丘上出版社,1510,大阪屋栗田,買切,11,1058,2026-06-17,
'9785253624265,儚い電話の秘密,鈴木さくら,緑陰出版,730,大阪屋栗田,委託,7,454,2026-06-29,2026-09-24
'9785614154875,雨上がりの手紙のノート,森湊,銀河舎,690,トーハン,買切,17,433,2026-04-23,
'9787780333146,2027年度版 FP技能検定2級 完全対策,鈴木誠,清流出版社,1820,トーハン,買切,8,1154,2026-05-13,
'9789716315813,毎日のぬか漬けレシピ,三浦健,翠嵐出版社,1530,地方・小出版流通センター,買切,11,1146,2026-06-25,
'9782772274506,一人暮らしの基本,冬野 湊,蒼穹堂,1260,日販,委託,2,897,2026-05-04,2026-08-04
'9786835249821,深夜の窓辺の贈り物,斎藤真央,白鷺出版,740,地方・小出版流通センター,委託,2,511,2026-06-20,2026-09-21
'9780446852609,記憶の中の電話の秘密,堀内大輔,緑陰出版,610,日販,買切,14,399,2026-05-19,
'9780297192831,銀色のカルテ 第13巻,清水湊,銀河出版,460,日販,買切,14,323,2026-05-20,
'9784386026533,一人暮らしの基本,斎藤杏,蒼穹堂,1630,地方・小出版流通センター,買切,17,990,2026-07-11,
'9787651934465,10分でわかる営業力,長谷川大輔,丘上出版社,1420,地方・小出版流通センター,買切,10,908,2026-05-02,
'9782193805754,一気にわかる日本史,森さくら,茜色出版社,1040,日販,買切,14,682,2026-04-17,
'9782499608479,ひつじと雲のパン屋の冒険,藤田美咲,青葉出版社,1200,日販,買切,10,740,2026-05-11,
'9783674406101,カメラのコツ,月城 楓,朝霧出版社,1610,大阪屋栗田,委託,16,1174,2026-05-10,2026-10-14
'9786063407673,2027年度版 簿記1級 完全対策,斎藤隆,若草出版社,2350,トーハン,委託,5,1543,2026-06-27,2026-08-19
